STATE,DISTRICT,CROP,YEAR,PRODUCTION_TONNES,AREA,SOURCE_URL
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2005,2005,30.22,118.5,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2005,2005,26430000.0,7050.45,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2005,2005,877.6,370.7,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2005,2005,1800.0,200.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2005,2005,34.2,53.55,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2005,2005,2448.2,128.02,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2005,2005,700.35,131.9,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2005,2005,1480.0,254.5,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2005,2005,572.0,81.7,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2006,2006,2539.64,921.87,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2006,2006,2350.0,2000.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2006,2006,4150.0,483.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2006,2006,20.18,413.1,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2006,2006,26.0,79.5,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2006,2006,14190000.0,3483.09,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2006,2006,34.7,124.6,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2006,2006,900.0,100.9,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2006,2006,14.98,24.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2006,2006,999.5,53.5,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2006,2006,220.0,30.4,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2006,2006,160.0,40.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2006,2006,60.0,10.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2010,2010,3788.0,1595.5,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2010,2010,402.0,67.5,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2010,2010,1900.0,1912.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2010,2010,13.2,20.5,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2010,2010,98.0,409.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2010,2010,10.5,15.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2010,2010,148.0,128.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2010,2010,828.52,94.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2010,2010,7.6,15.5,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2010,2010,253.0,73.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2010,2010,17.85,29.9,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2010,2010,0.5,1.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2010,2010,235.0,32.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2010,2010,105.0,10.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2010,2010,15.05,34.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2010,2010,5517.0,360.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2010,2010,11000000.0,3540.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2010,2010,220.0,22.5,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,1997,1997,2600.0,21400.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,1997,1997,500.0,1400.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,1997,1997,100.0,1000.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,1997,1997,9400.0,7300.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,1997,1997,7100.0,3700.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,1997,1997,228400.0,650800.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,1997,1997,1000.0,3300.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,1997,1997,10200.0,10100.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,1997,1997,700.0,2200.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,1997,1997,4900.0,2800.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,1997,1997,500.0,1300.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,1997,1997,100.0,800.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,1997,1997,11800.0,6700.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,1997,1997,75400.0,35600.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,1997,1997,72900.0,700.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,1997,1997,11100.0,35900.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,1997,1997,200.0,200.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,1997,1997,100.0,100.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,1997,1997,14800.0,28000.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,1997,1997,21700.0,20200.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,1997,1997,200.0,600.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,1997,1997,9400.0,18800.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,1997,1997,100.0,100.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,1997,1997,2400.0,600.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,1997,1997,1000.0,600.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,1997,1997,37300.0,18000.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,1997,1997,11100.0,30100.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,1997,1997,200.0,300.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,1998,1998,9100.0,27400.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,1998,1998,1900.0,2600.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,1998,1998,1000.0,3200.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,1998,1998,12900.0,14000.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,1998,1998,10000.0,4000.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,1998,1998,867800.0,755200.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,1998,1998,900.0,2300.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,1998,1998,5800.0,3700.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,1998,1998,3400.0,4600.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,1998,1998,6700.0,3300.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,1998,1998,1300.0,2100.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,1998,1998,300.0,2000.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,1998,1998,14900.0,7000.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,1998,1998,96800.0,38300.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,1998,1998,12200.0,21300.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,1998,1998,200.0,200.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,1998,1998,25900.0,26200.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,1998,1998,35800.0,25900.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,1998,1998,500.0,700.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,1998,1998,22100.0,14800.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,1998,1998,1600.0,300.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,1998,1998,1200.0,700.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,1998,1998,63900.0,26600.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,1998,1998,3300.0,13500.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,1998,1998,200.0,400.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,1998,1998,65900.0,700.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,1998,1998,100.0,100.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,1999,1999,889.0,1635.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,1999,1999,355.0,1880.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,1999,1999,10510.0,9453.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,1999,1999,249457.0,694865.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,1999,1999,495.0,1762.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,1999,1999,14582.0,11131.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,1999,1999,9540.0,3358.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,1999,1999,3861.0,23117.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,1999,1999,1098.0,1546.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,1999,1999,11467.0,6215.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,1999,1999,105082.0,37991.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,1999,1999,2.0,8.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,1999,1999,2.0,4.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,1999,1999,54.0,99.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,1999,1999,9365.0,26835.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,1999,1999,25358.0,21785.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,1999,1999,327.0,1071.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,1999,1999,30576.0,21487.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,1999,1999,1.0,12.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,1999,1999,2203.0,455.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,1999,1999,10.0,98.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,1999,1999,1.0,1.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,1999,1999,1180.0,734.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,1999,1999,45669.0,20258.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,1999,1999,145.0,881.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,1999,1999,2.0,10.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,1999,1999,294.0,439.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,1999,1999,5759.0,5199.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,1999,1999,32364.0,1770.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,1999,1999,83126.0,884.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,2000,2000,7888.0,30693.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,2000,2000,1449.0,2477.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,2000,2000,2831.0,9315.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,2000,2000,16128.0,12025.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,2000,2000,10146.0,3755.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,2000,2000,14.0,21.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,2000,2000,884963.0,791559.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,2000,2000,215.0,601.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,2000,2000,14351.0,5071.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,2000,2000,1143.0,1626.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,2000,2000,9049.0,3475.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,2000,2000,774.0,1744.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,2000,2000,15470.0,1103.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,2000,2000,559.0,3167.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,2000,2000,214.0,1292.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,2000,2000,16923.0,6613.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,2000,2000,117680.0,39905.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,2000,2000,5.0,21.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,2000,2000,1.0,5.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,2000,2000,1148.0,1647.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,2000,2000,24590.0,30606.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,2000,2000,8.0,135.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,2000,2000,9.0,35.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,2000,2000,185.0,317.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,2000,2000,81.0,71.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,2000,2000,22685.0,33858.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,2000,2000,23832.0,23048.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,2000,2000,80.0,377.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,2000,2000,16980.0,15242.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,2000,2000,67.0,96.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,2000,2000,2.0,8.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,2000,2000,2148.0,399.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,2000,2000,11514.0,482.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,2000,2000,1312.0,909.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,2000,2000,57236.0,22099.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,2000,2000,129.0,703.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,2000,2000,67.0,96.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,2000,2000,292.0,363.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,2000,2000,297.0,520.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,2000,2000,696.0,252.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,2000,2000,11693.0,769.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,2000,2000,3896970.0,908.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,2000,2000,2266.0,8953.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,2000,2000,34.0,4.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,2000,2000,25395.0,284.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,2000,2000,379.0,28.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,2000,2000,114.0,89.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,2000,2000,272.0,39.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,2001,2001,7628.0,27942.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,2001,2001,526.0,1595.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,2001,2001,900.0,3191.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,2001,2001,9055.0,8552.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,2001,2001,7127.0,3765.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,2001,2001,17.0,16.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,2001,2001,333828.0,758700.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,2001,2001,60.0,649.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,2001,2001,6720.0,3900.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,2001,2001,627.0,1434.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,2001,2001,7129.0,2667.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
ANDHRA PRADESH,ANANTAPUR,2001,2001,730.0,1511.0,https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de
